3937,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д.п. Дуб,Дом, и3
3938,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д.п. Дуб,Дом, и5
3939,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д.п. Дуб,Дом, и7
3940,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Опаринская
3941,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Свободы
3942,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.10
3943,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.20
3944,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.5
3945,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.23
3946,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.8
3947,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Центральная
3948,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Центральная
3949,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Центральная
3950,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Центральная
