Полный адрес,Сегмент 1,Значение ,Сегмент 2,Значение,Сегмент 2,Значение ,Сегмент 3,Значение,Сегмент 4,Значение,Сегмент 5,Значение
"Московская обл., Богородский МР, г. Ногинск, ул. Декабристов,  д.164",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Декабристов,Дом, д.164,,
"Московская обл., Богородский МР, г. Ногинск, ул. Декабристов,  д.164А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Декабристов,Дом, д.164А,,
"Московская обл., Богородский МР, г. Ногинск, Доможировский пер.,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,Доможировский пер.,Дом, д.13,,
"Московская обл., Богородский МР, г. Ногинск, ул. Железнодорожная,  д.53",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Железнодорожная,Дом, д.53,,
"Московская обл., Богородский МР, г. Ногинск, ул. Железнодорожная,  д.65",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Железнодорожная,Дом, д.65,,
"Московская обл., Богородский МР, г. Ногинск, ул. Жактовская,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Жактовская,Дом, д.6,,
"Московская обл., Богородский МР, г. Ногинск, ул. Жактовская,  д.8",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Жактовская,Дом, д.8,,
"Московская обл., Богородский МР, г. Ногинск, ул. Жактовская,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Жактовская,Дом, д.10,,
"Московская обл., Богородский МР, г. Ногинск, ул. Жактовская,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Жактовская,Дом, д.12,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ильича,  д.9А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ильича,Дом, д.9А,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ильича,  д.11",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ильича,Дом, д.11,,
"Московская обл., Богородский МР, г. Ногинск, ул. Инициативная,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Инициативная,Дом, д.6,,
"Московская обл., Богородский МР, г. Ногинск, ул. Инициативная,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Инициативная,Дом, д.7,,
"Московская обл., Богородский МР, г. Ногинск, ул. Инициативная,  д.8",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Инициативная,Дом, д.8,,
