id дома,Наименование адреса,УДАЛИТЬ!,Тип (дом/бизнес-центр),Наименование сегмента,GUID
2342,"Московская обл., Раменский г.о., г. Раменское, ул. Гурьева, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",74750842-BA50-11E7-98AD-FE5F11EEAB0E
3338,"Московская обл., Раменский г.о., г. Раменское, ул. Гурьева, д.8",,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",1B62066C-BA53-11E7-A6A6-FE5F11EEAB0E
3601,"Московская обл., Раменский г.о., г. Раменское, ул. Гурьева, д.9",,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",2120B2FA-BA54-11E7-8E30-FE5F11EEAB0E
3594,"Московская обл., Раменский г.о., г. Раменское, ул. Дачная, д.23",,МКД,"Раменский г.о., г. Раменское, ул. Дачная",17B3F9D4-BA54-11E7-8E30-FE5F11EEAB0E
2499,"Московская обл., Раменский г.о., г. Раменское, ул. Дачная, д.53",,МКД,"Раменский г.о., г. Раменское, ул. Дачная",1B0BB92C-BA55-11E7-8E30-FE5F11EEAB0E
2734,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.10",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",F430BFCC-BA50-11E7-A9F8-FE5F11EEAB0E
2831,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.12",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",4FD9038E-BA51-11E7-A776-FE5F11EEAB0E
3370,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.14",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",4297741A-BA53-11E7-88DA-FE5F11EEAB0E
2626,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.16",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",91859F1E-BA50-11E7-A949-FE5F11EEAB0E
3110,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.18",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",387ABDDA-BA52-11E7-BC29-FE5F11EEAB0E
3400,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.24",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",62361628-BA53-11E7-A9D2-FE5F11EEAB0E
2756,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.26",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",0AED72FA-BA51-11E7-BB06-FE5F11EEAB0E
3600,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.28",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",1E152258-BA54-11E7-8E30-FE5F11EEAB0E
2524,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.30",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",312C44C4-BA55-11E7-8E30-FE5F11EEAB0E
3365,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.32",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",3F778086-BA53-11E7-88DA-FE5F11EEAB0E
3344,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.34",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",1FBBAA56-BA53-11E7-9229-FE5F11EEAB0E
3591,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.36",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",157A8296-BA54-11E7-8E30-FE5F11EEAB0E
3665,"Московская обл., Раменский г.о., г. Раменское, ул. Дергаевская, д.8",,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",638EC352-BA54-11E7-8E30-FE5F11EEAB0E
3961,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная , д.5А",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
2987,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.11",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",CE6622E0-BA51-11E7-BC29-FE5F11EEAB0E
3997,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.13",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
3654,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.14",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",5771CE8E-BA54-11E7-8E30-FE5F11EEAB0E
3240,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.14а",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",C4EF857A-BA52-11E7-8BE2-FE5F11EEAB0E
74803,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.15",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
2708,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.17",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",E02D588C-BA50-11E7-AF58-FE5F11EEAB0E
3667,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.18",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",663C188E-BA54-11E7-8E30-FE5F11EEAB0E
3143,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.20",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",59EFCDB6-BA52-11E7-BC29-FE5F11EEAB0E
3029,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.22",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",F0F5B3E8-BA51-11E7-BC29-FE5F11EEAB0E
2525,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.24",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",33756328-BA55-11E7-8E30-FE5F11EEAB0E
2674,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",C6A0DEDE-BA50-11E7-87FB-FE5F11EEAB0E
2305,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.30",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",46B8A972-BA50-11E7-98AD-FE5F11EEAB0E
3297,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.32",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",F000F870-BA52-11E7-AF29-FE5F11EEAB0E
3710,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.32а",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",91EBAEC2-BA54-11E7-8E30-FE5F11EEAB0E
3484,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.39а",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",B9E8F688-BA53-11E7-8E30-FE5F11EEAB0E
3115,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.39б",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",3F01EADE-BA52-11E7-BC29-FE5F11EEAB0E
2419,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.40",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",D2015552-BA54-11E7-8E30-FE5F11EEAB0E
3584,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.42",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",10559396-BA54-11E7-8E30-FE5F11EEAB0E
2839,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.44",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",5CC6324C-BA51-11E7-BFBA-FE5F11EEAB0E
3206,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.46",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",A590B762-BA52-11E7-A3C4-FE5F11EEAB0E
3423,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.48",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",82190EFA-BA53-11E7-8E30-FE5F11EEAB0E
2954,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",BBA56CA6-BA51-11E7-BC29-FE5F11EEAB0E
2598,"Московская обл., Раменский г.о., г. Раменское, ул. Десантная, д.50",,МКД,"Раменский г.о., г. Раменское, ул. Десантная",7AD9FB5C-BA50-11E7-98AD-FE5F11EEAB0E
